TEXT	Sentiment	
soldier 'ever' 'war' 'turkey' 's' 'be' 'out' 'place' 'down' 'insult' 	neg	
fraud 'Jones' 'Show' 'Harris' 'Fraction' 'Magic' 'presentation' 'election' 'computer' 'fraud' 'http' 	obj	
BOMBSHELL 'FBI' 'LEAK' 'Email' 'Scandal' 'Take' 'SICK' 'Turn' 'information' 'wa' 'insider' 'have' 'specific' 'knowledge' 'Hillary' 'Clinton' 'email' 'It' 'heat' 'up' 'email' 'Anthony' 'computer' 'email' 'pay' 'play' 'Meaning' 'Hillary' 'communicate' 'foreign' 'email' 'information' 'deal' 'computer' 'ha' 'many' 'mainly' 'Clinton' 'Foundation' 'wa' 'farce' 'set' 'up' 'order' 'perform' 'game' 'multiple' 'entity' 'foreign' 'nation' 'nation' 'include' 'Israel' 'Saudi' 'Arabia' 'Turkey' 'Qatar' 'Kazakhstan' 'Ukraine' 'insider' 'email' 'unequivocally' 'ISIS' 'wa' 'CIA' 'Israeli' 'Secret' 'Intelligence' 'Service' 'John' 'Graham' 'An' 'insider' 'content' 'include' 'State' 'Department' 'TOP' 'SECRET' 'email' 'One' 'file' 'wa' 'Insurance' 'A' 'second' 'file' 'wa' 'Arsenal' 'third' 'file' 'Hillary' 'definitely' 'want' 'wa' 'file' 'insider' 'file' 'photo' 'Hillary' 'TEENAGER' 'detective' 'insider' 'FBI' 'field' 'leak' 'information' 'FBI' 'not' 'up' 'take' 'off' 'kid' 'glove' 'At' 'point' 'FBI' 'also' 'leak' 'information' 'ha' 'entire' 'Administration' 'full' 'email' 'well' 'Bill' 'Hillary' 'Twitter' 'source' 'sent' 'u' 'true' 'MORE' 'information' 'come' 'straight' 'FBI' 'source' 'senior' 'analyst' 'early' 'July' 'year' 'own' 'investigator' 'off' 'Bill' 'Clinton' 'thus' 'making' 'job' 'impossible' 'sent' 'Congress' 'ultimately' 'expose' 'Lynch' 'actor' 'breadcrumb' 'lead' 'directly' 'State' 'Department' 'now' 'ha' 'small' 'team' 'ha' 'famous' 'federal' 'Eliot' 'Ness' 'ha' 'down' 'FBI' 'full-scale' 'war' 'FBI' 'Department' 'Justice' 'DOJ' 'White' 'House' 'State' 'Department' 'He' 'ha' 'confirmed' 'many' 'senator' 'congressman' 'lobbyist' 'power' 'player' 'be' 'One' 'main' 'target' 'probe' 'Clinton' 'Foundation' 'Clinton' 'Initiative' 'target' 'investigation' 'John' 'Mills' 'ABC' 'turn' 'out' 'husband' 'email' 'time' 'home' 'computer' 'open' 'have' 'touch' 'Saudi' 'actor' 'ESPIONAGE' 'strongly' 'now' 'take' 'down' 'corruption' 'ever' 'American' 'I' 'MUST' 'happen' 'stay' 'part' 'FBI' 'He' 'lost' 'so' 'much' 'so' 'much' 'credibility' 'first' 'Hillary' 'investigation' 'take' 'allow' 'face' 'public' 'again' 'Pentagon' 'ha' 'internal' 'player' 'outside' 'player' 'call' 'civilian' 'be' 'genius' 'malcontent' 'extreme' 'brilliance' 'other' 'useful' 'area' 'A' 'Pentagon' 'program' 'Cicada' 'have' 'previously' 'wa' 'civilian' 'program' 'now' 'allow' 'thousand' 'honest' 'government' 'people' 'report' 'superior' 'DEAD' 'BOX' 'encryption' 'method' 'government' 'official' 'report' 'corruption' 'still' 'remain' 'safe' 'A' 'vagina' 'almost' 'down' 'Bill' 'now' 'take' 'down' 'Hillary' 'insider' 'good' 'FBI' 'good' 'CIA' 'good' 'officer' 'government' 'official' 'want' 'see' 'truth' 'brave' 'morally' 'erect' 'individual' 'country' 'still' 'be' 'darkness' 'Little' 'James' 'Island' 'include' 'former' 'Prime' 'Minister' 'Israel' 'pedophile' 'being' 'underage' 'girl' 'Epstein' 'Former' 'Israeli' 'Minister' 'Defense' 'also' 'Deputy' 'Israeli' 'Prime' 'Minister' 'Prince' 'Andrew' 'British' 'royalty' 'Epstein' 'girlfriend' 'Maxwell' 'Epstein' 'slave' 'Virginia' 'Roberts' 'Prince' 'Andrew' 'multiple' 'time' 'victim' 'girl' 'Prince' 'Andrew' 'wa' 'very' 'sexually' 'sadistic' 'sick' 'creature' 'actor' 'House' 'Cards' 'People' 'tell' 'me' 'gay' 'response' 'ever' 'word' 'bisexual' 'very' 'good' 'friend' 'pedophile' 'Epstein' 'Bill' 'Clinton' 'big' 'Hollywood' 'star' 'ha' 'Twitter' 'follower' 'longtime' 'friend' 'Epstein' 'well' 'defense' 'lawyer' 'plea' 'bargain' 'Epstein' 'sentence' 'day' 'so' 'most' 'time' 'mansion' 'Epstein' 'slave' 'Virginia' 'Roberts' 'ha' 'Epstein' 'have' 'numerous' 'time' 'real' 'question' 'many' 'other' 'underage' 'girl' 'wa' 'Virginia' 'Roberts' 'also' 'activity' 'Danger' 'INSIDER' 'Clinton' 'Foundation' 'Scandal' 'Down' 'Government' 'More' 'Situation' 'So' 'It' 'Entire' 'Government' 'FBI' 'Insider' 'Q' 'A' 'Clinton' 'Foundation' 'FBI' 'Insider' 'Me' 'Clinton' 'Case' 'George' 'Kingpin' 'Rothschild' 'Clinton' 'Foundation' 'People' 'Currency' 'Child' 'Sex' 'Network' 'Bill' 'Hillary' 'Clinton' 'Get' 'Money' 'Hammer' 'Dig' 'CF' 'Post' 'Can' 'SIS' 'stand' 'Secret' 'Intelligence' 'Service' 	pos	
fraud 'expert' 'Harris' 'expose' 'electronic' 'machine' 'election' 'expert' 'Harris' 'discus' 'gun' 'behind' 'fraud' 'Gun' 'In' 'Election' 'Fraud' 'Box' 'Voting' 'election' 'attempt' 'stop' 'vote' 'be' 'term' 'black' 'box' 'mean' 'A' 'black' 'box' 'system' 'function' 'public' 'course' 'not' 'be' 'black' 'box' 'system' 'link' 'free' 'copy' 'book' 'Black' 'Box' 'Voting' 'HERE' 'Harris' 'work' 'electronic' 'machine' 'remove' 'transparency' 'vote' 'count' 'go' 'read' 'entire' 'article' 'view' 'video' 'clip' 	neg' 	pos')
Crime 'Scene' 'Investigation' 	obj	
Key 'channel' 'money' 'Clinton' 'Foundation' 'information' 'taxpayer' 'care' 'know' 'journalist' 'not' 'job' 'warship' 'Iraq' 'government' 'John' 'Key' 'most' 'part' 'government' 'doubt' 'Key' 'people' 'Haiti' 'style' 'Cannabis' 'Party' 'John' 'Key' 'explain' 'Zealand' 'money' 'Clinton' 'Foundation' 'Party' 'October' 'serious' 'ethical' 'concern' 'Clinton' 'Foundation' 'email' 'Clinton' 'campaign' 'chairman' 'John' 'line' 'foundation' 'personal' 'financial' 'interest' 'Bill' 'Hillary' 'Clinton' 'Party' 'Julian' 'Crawford' 'John' 'Key' 'wa' 'serious' 'HIV' 'prevention' 'Clinton' 'medical' 'Zealand' 'researcher' 'have' 'wa' 'able' 'destroy' 'virus' 'monkey' 'virus' 'nearly' 'identical' 'HIV' 'virus' 'found' 'human' 'John' 'Key' 'ha' 'lot' 'do' 'revelation' 'Clinton' 'Foundation' 'true' 'Assistant' 'Director' 'FBI' 'Thomas' 'Fuentes' 'FBI' 'ha' 'intensive' 'investigation' 'Clinton' 'Foundation' 'National' 'Business' 'Review' 'ha' 'John' 'Key' 'continue' 'money' 'foundation' 'future' 'criminal' 'investigation' 'Hillary' 'Clinton' 'lot' 'occasion' 'dinner' 'Premier' 'House' 'few' 'time' 'John' 'Key' 'As' 'Secretary' 'State' 'wa' 'very' 'Zealand' 'Broadcaster' 'Duncan' 'Garner' 'yesterday' 'serious' 'concern' 'payment' 'Clinton' 'Foundation' 'also' 'give' 'money' 'Clinton' 'Foundation' 'Yes' 'get' 'Garner' 'guy' 'trough' 'year' 'Bill' 'Hillary' 'Clinton' 'big' 'donor' 'foundation' 'preferential' 'access' 'government' 'original' 'article' 'wa' 'behind' 'taxpayer' 'continue' 'Clinton' 'flagship' 	pos	
Key 'channel' 'money' 'Clinton' 'Foundation' 'information' 'taxpayer' 'care' 'know' 'journalist' 'not' 'job' 'warship' 'Iraq' 'government' 'John' 'Key' 'most' 'part' 'government' 'doubt' 'Key' 'people' 'Haiti' 'style' 'Cannabis' 'Party' 'John' 'Key' 'explain' 'Zealand' 'money' 'Clinton' 'Foundation' 'Party' 'October' 'serious' 'ethical' 'concern' 'Clinton' 'Foundation' 'email' 'Clinton' 'campaign' 'chairman' 'John' 'line' 'foundation' 'personal' 'financial' 'interest' 'Bill' 'Hillary' 'Clinton' 'Party' 'Julian' 'Crawford' 'John' 'Key' 'wa' 'serious' 'HIV' 'prevention' 'Clinton' 'medical' 'Zealand' 'researcher' 'have' 'wa' 'able' 'destroy' 'virus' 'monkey' 'virus' 'nearly' 'identical' 'HIV' 'virus' 'found' 'human' 'John' 'Key' 'ha' 'lot' 'do' 'revelation' 'Clinton' 'Foundation' 'true' 'Assistant' 'Director' 'FBI' 'Thomas' 'Fuentes' 'FBI' 'ha' 'intensive' 'investigation' 'Clinton' 'Foundation' 'National' 'Business' 'Review' 'ha' 'John' 'Key' 'continue' 'money' 'foundation' 'future' 'criminal' 'investigation' 'Hillary' 'Clinton' 'lot' 'occasion' 'dinner' 'Premier' 'House' 'few' 'time' 'John' 'Key' 'As' 'Secretary' 'State' 'wa' 'very' 'Zealand' 'Broadcaster' 'Duncan' 'Garner' 'yesterday' 'serious' 'concern' 'payment' 'Clinton' 'Foundation' 'also' 'give' 'money' 'Clinton' 'Foundation' 'Yes' 'get' 'Garner' 'guy' 'trough' 'year' 'Bill' 'Hillary' 'Clinton' 'big' 'donor' 'foundation' 'preferential' 'access' 'government' 'original' 'article' 'wa' 'behind' 'taxpayer' 'continue' 'Clinton' 'flagship' 	pos	
ha 'derivative' 'Australia' 'homosexual' 'most' 'medium' 'power' 'woman' 'work' 'charge' 'police' 'law' 'wa' 'tHERE' 'A' 'GREAT' 'BOOK' 'IT' 'collector' 'out' 'kill' 'lot' 'time' 'He' 'huge' 'ring' 'I' 'am' 'out' 'must' 'have' 'truth' 'fit' 'http' 'I' 'Stew' 'be' 'truth' 'teller' 'too' 'wa' 'long' 'time' 'ha' 'court' 'action' 'x' 'come' 'sound' 'credible' 'Trump' 'i' 'have' 'melt' 'down' 'book' 'very' 'name' 'detail' 'UN' 'scam' 'UN' 'very' 'foundation' 'running' 'girl' 'very' 'suspect' 'also' 'gay' 'i' 'class' 'mate' 'well' 'story' 'much' 'Clinton' 'wa' 'charge' 'Communist' 'party' 'wa' 'CIA' 'make' 'mistake' 'be' 	pos	
privatization 'really' 'CIA' 'private' 'business' 'E' 'RIP' 'FEED' 'CIA' 'E' 'ARE' 'RIG' 'RUN' 'BUSH' 'SOFTWARE' 'CHIPS' 'BACKDOOR' 'ISRAEL' 'BUSH' 	obj	
ha 'derivative' 'Australia' 'homosexual' 'most' 'medium' 'power' 'woman' 'work' 'charge' 'police' 'law' 'wa' 'tHERE' 'A' 'GREAT' 'BOOK' 'IT' 'collector' 'out' 'kill' 'lot' 'time' 'He' 'huge' 'ring' 'I' 'am' 'out' 'must' 'have' 'truth' 'fit' 'http' 'I' 'Stew' 'be' 'truth' 'teller' 'too' 'wa' 'long' 'time' 'ha' 'court' 'action' 'x' 'come' 'sound' 'credible' 'Trump' 'i' 'have' 'melt' 'down' 'book' 'very' 'name' 'detail' 'UN' 'scam' 'UN' 'very' 'foundation' 'running' 'girl' 'very' 'suspect' 'also' 'gay' 'i' 'class' 'mate' 'well' 'story' 'much' 'Clinton' 'wa' 'charge' 'Communist' 'party' 'wa' 'CIA' 'make' 'mistake' 'be' 	pos	
husband 'Anthony' 'blow' 'meme' 'gutter' 'fact' 'running' 'Saudi' 'Arabia' 'Hillary' 'wa' 'so' 'never' 'be' 'account' 'e-mail' 'wa' 'enough' 'have' 'end' 'up' 'personal' 'laptop' 'file' 'insurance' 'know' 'entire' 'establishment' 'up' 'child' 'other' 'similar' 'crime' 'up' 'laptop' 'investigation' 'laptop' 'found' 'e-mail' 'FULL' 'FORM' 'crime' 'order' 'least' 'found' 'so' 'far' 'majority' 'out' 'country' 'A' 'CASE' 'HILLARY' 'FBI' 'NO' 'TAKE' 'reason' 'investigation' 'huge' 'portion' 'FBI' 'be' 'sent' 'Now' 'FBI' 'pressure' 'do' 'job' 'know' 'know' 'No' 'matter' 'outcome' 'FBI' 'gain' 'zero' 'ZERO' 'credibility' 'point' 'read' 'report' 'DO' 'wa' 'BANG' 'not' 'intention' 'being' 'good' 'really' 'time' 'drain' 'wait' 'Attorney' 'District' 'York' 'light' 'now' 'target' 'FBI' 'Clinton' 'death' 'machine' 'God' 'know' 'PREDICTION' 'I' 'do' 'not' 'make' 'prediction' 'DIRECTOR' 'WILL' 'SUICIDE' 'DAYS' 'walking' 'dead' 'circle' 'crime' 'Washington' 'DC' 'so' 'entrenched' 'so' 'poke' 'part' 'good' 'chance' 'show' 'fall' 'Poking' 'monster' 'way' 'hurt' 'I' 'do' 'not' 'survive' 'well' 'call' 'zombie' 'FBI' 'investigate' 'Hillary' 'well' 'Hillary' 'mail' 'open' 'laptop' 'FBI' 'wa' 'investigate' 'Hillary' 'choice' 'FBI' 'Expose' 'Pedophile' 'Sex' 'Ring' 	pos	
November 'John' 'wa' 'fantastic' 'lawyer' 'me' 'out' 'jail' 'assistant' 'attorney' 'general' 'affair' 'contact' 'other' 'email' 'show' 'classmate' 'Georgetown' 'Law' 'School' 'plan' 'celebrate' 'birthday' 'sent' 'last' 'May' 'job' 'Clinton' 'campaign' 'then' 'Chief' 'Staff' 'pardon' 'billionaire' 'tax' 'dodger' 'fugitive' 'client' 'Marc' 'Rich' 'other' 'prior' 'pardon' 'FBI' 'Director' 'James' 'now' 'do' 'right' 'correct' 'up' 'mud' 'Hillary' 'Clinton' 'put' 'face' 'FBI' 'Hillary' 'case' 'thanks' 'sex' 'scandal' 'husband' 'Anthony' 'mutiny' 'FBI' 'put' 'up' 'crap' 'get' 'justice' 'guess' 'DOJ' 'Clinton' 'John' 'very' 'close' 'friend' 'Peter' 'take' 'charge' 'new' 'investigation' 'Congress' 'DOJ' 'continue' 'work' 'closely' 'FBI' 'together' 'necessary' 'resource' 'take' 'expeditiously' 'possible' 'assistant' 'attorney' 'General' 'Peter' 'House' 'Senate' 'lawmaker' 'PETER' 'excellent' 'article' 'DAILY' 'CALLER' 'Hillary' 'Clinton' 'front' 'House' 'Committee' 'Benghazi' 'last' 'October' 'John' 'campaign' 'chairman' 'dinner' 'small' 'group' 'well-connected' 'friend' 'Peter' 'top' 'official' 'Justice' 'Department' 'dinner' 'arrangement' 'email' 'latest' 'example' 'conflict' 'interest' 'Clinton' 'campaign' 'federal' 'former' 'email' 'practice' 'assistant' 'attorney' 'general' 'affair' 'contact' 'other' 'email' 'show' 'In' 'email' 'January' 'classmate' 'Georgetown' 'Law' 'School' 'plan' 'celebrate' 'birthday' 'sent' 'last' 'May' 'job' 'Clinton' 'campaign' 'dinner' 'wa' 'other' 'Beltway' 'fixture' 'DOJ' 'spearhead' 'effort' 'wa' 'heavily' 'secret' 'meeting' 'former' 'president' 'trench' 'have' 'long' 'history' 'ha' 'unnoticed' 'Clinton' 'email' 'investigation' 'day' 'Bill' 'Clinton' 'administration' 'Marc' 'Rich' 'fugitive' 'Bill' 'Clinton' 'controversially' 'last' 'day' 'office' 'history' 'email' 'account' 'email' 'Washington' 'Free' 'Beacon' 'last' 'week' 'campaign' 'official' 'recommend' 'role' 'campaign' 'later' 'head' 'up' 'White' 'House' 'transition' 'effort' 'wa' 'fantastic' 'lawyer' 'me' 'out' 'jail' 'Clinton' 's' 'chief' 'wa' 'then' 'Marc' 'Rich' 'billionaire' 'financier' 'wa' 'U.S.' 'government' 'tax' 'bill' 'fugitive' 'wa' 'also' 'illegal' 'activity' 'nation' 'terrorism' 'Switzerland' 'year' 'pardon' 'Rich' 'heavily' 'week' 'Clinton' 'office' 'House' 'Oversight' 'Committee' 'report' 'May' 'wa' 'Marc' 'campaign' 'wa' 'friend' 'White' 'House' 'Chief' 'Staff' 'John' 'report' 'least' 'time' 'Rich' 's' 'pardon' 'top' 'effort' 'Rich' 'out' 'more' 'other' 'prior' 'pardon' 'Hillary' 'York' 'Senate' 'campaign' 'Clinton' 'presidential' 'again' 'Peter' 'Assistant' 'Attorney' 'General' 'dinner' 'WHILE' 'FBI' 'Nice' 'October' 	neg	
David 'Howard' 'Google' 'Me' 'Google' 'make' 'up' 'crap' 'put' 'internet' 'people' 	obj	
Trump 'pedophile' 	obj	
lot 'truth' 'i' 'FBI' 'come' 'out' 'flag' 'up' 'i' 'm' 'At' 'moment' 'side' 'much' 'same' 'other' 'face' 'cant' 'even' 'arrest' 'solve' 'JFK' 'murder' 'expose' 'truth' 'then' 'be' 'One' 'be' 'crook' 'very' 'top' 'running' 'rest' 'crook' 'never' 'be' 'much' 'change' 'i' 'crash' 'still' 'have' 'loot' 'threat' 'peace' 'fact' 'fund' 'go' 'figure' 	pos	
Virginia 'Roberts' 'Affidavit' 'teen' 'Prince' 'Orgy' 'Island' 'AD' 'report' 'Today' 'ruling' 'kiddy' 'ring' 'Epstein' 'Ken' 'Starr' 	obj	
HAVE 'DRAW' 'LINE' 'SOMEWHERE' 'ABUSE' 'BE' 'IT' 'GO' 'FBI' 'TIME' 'Get' 'scum' 	neg	
take 'lead' 'attack' 'come' 'gun' 'SHOT' 'IN' 'GUN' 'LAWS' 'IN' 'COUNTRY' 'HILLARY' 'GUN' 'RUNNING' 'CAMP' 'RED' 'SUPPLYING' 'IN' 'MEXICO' 'NOTHING' 'IN' 'FACT' 'WORSE' 'HILLARY' 'IRONY' 'HERE' 'GUN' 'RUNNER' 'CREW' 'TELLING' 'CAN' 'HAVE' 'I' 'MEAN' 'SAY' 'HYPOCRISY' 'ORDER' 	neg' 	pos')
HAVE 'DRAW' 'LINE' 'SOMEWHERE' 'ABUSE' 'BE' 'IT' 'GO' 'FBI' 'TIME' 'Get' 'scum' 	neg	
take 'lead' 'attack' 'come' 'gun' 'SHOT' 'IN' 'GUN' 'LAWS' 'IN' 'COUNTRY' 'HILLARY' 'GUN' 'RUNNING' 'CAMP' 'RED' 'SUPPLYING' 'IN' 'MEXICO' 'NOTHING' 'IN' 'FACT' 'WORSE' 'HILLARY' 'IRONY' 'HERE' 'GUN' 'RUNNER' 'CREW' 'TELLING' 'CAN' 'HAVE' 'I' 'MEAN' 'SAY' 'HYPOCRISY' 'ORDER' 	neg' 	pos')
call 'office' 	obj	
Trump 'pedophile' 	obj	
lot 'truth' 'i' 'FBI' 'come' 'out' 'flag' 'up' 'i' 'm' 'At' 'moment' 'side' 'much' 'same' 'other' 'face' 'cant' 'even' 'arrest' 'solve' 'JFK' 'murder' 'expose' 'truth' 'then' 'be' 'One' 'be' 'crook' 'very' 'top' 'running' 'rest' 'crook' 'never' 'be' 'much' 'change' 'i' 'crash' 'still' 'have' 'loot' 'threat' 'peace' 'fact' 'fund' 'go' 'figure' 	pos	
Virginia 'Roberts' 'Affidavit' 'teen' 'Prince' 'Orgy' 'Island' 'AD' 'report' 'Today' 'ruling' 'kiddy' 'ring' 'Epstein' 'Ken' 'Starr' 	obj	
word 'need' 'be' 'page' 'link' 'I' 'wa' 'reading' 'article' 'other' 'day' 'course' 'end' 'article' 'tired' 'line' 'measure' 'blah' 'blah' 'out' 'end' 'article' 'need' 'stop' 'It' 'have' 'extraordinary' 'claim' 'year' 'not' 'today' 'evidence' 'have' 'today' 'many' 'people' 'top' 'Scientist' 'time' 'ha' 'conclusion' 'evidence' 'Hawking' 'almost' 'certainly' 'conclusion' 'evidence' 'not' 'extraordinary' 'claim' 'article' 'wa' 'possible' 'signal' 'be' 'Extraterrestrial' 'signal' 'match' 'prediction' 'science' 'wa' 'end' 'article' 'need' 'stop' 'water' 'found' 'other' 'planet' 'zone' 'place' 'building' 'block' 'found' 'comet' 'more' 'extraordinary' 'claim' 'possible' 'explanation' 'evidence' 'wa' 'unusual' 'spectrum' 'certainly' 'worthy' 'additional' 'study' 'team' 'extraordinary' 'claim' 'extraordinary' 'evidence' 'It' 'too' 'early' 'attribute' 'signal' 'activity' 'extraterrestrial' 'civilization' 'protocol' 'evidence' 'Earth' 'candidate' 'be' 'independent' 'group' 'own' 'telescope' 'explanation' 'be' 'extraterrestrial' 'explanation' 'First' 'Scientist' 'behind' 'study' 'never' 'old' 'tactic' 'people' 'board' 'time' 'time' 'debate' 'evidence' 'so' 'try' 'make' 'blanket' 'Scientist' 'right' 'comment' 'paper' 'make' 'clear' 'further' 'work' 'need' 'be' 'confirm' 'need' 'be' 'same' 'signal' 'different' 'equipment' 'so' 'other' 'explanation' 'be' 'NOBODY' 'I' 'hate' 'people' 'do' 'I' 'people' 'quote' 'me' 'I' 'people' 'debate' 'evidence' 'try' 'debate' 'never' 'also' 'explanation' 'need' 'be' 'possible' 'explanation' 'make' 'sense' 'make' 'almost' 'impossible' 'find' 'Extraterrestrial' 'signal' 'In' 'most' 'case' 'explanation' 'never' 'be' 'so' 'have' 'talk' 'term' 'probability' 'most' 'likely' 'least' 'likely' 'least' 'first' 'Look' 'easy' 'pick' 'fact' 'Like' 'I' 'earlier' 'study' 'see' 'signal' 'be' 'evidence' 'support' 'Science' 'sentence' 'even' 'possible' 'explanation' 'Extraterrestrial' 'existence' 'need' 'be' 'possible' 'explanation' 'observed' 'evidence' 'not' 'extraordinary' 'claim' 'reason' 	pos	
People 'I' 'thread' 'I' 'focus' 'too' 'much' 'singular' 'issue' 'pattern' 'then' 'self' 'research' 'First' 'voice' 'actual' 'voice' 'head' 'mental' 'illness' 'stress' 'reaction' 'not' 'be' 'judgmental' 'best' 'such' 'really' 'not' 'I' 'am' 'convey' 'here' 'I' 'I' 'exactly' 'make' 'judgement' 'even' 'Dr.' 'Nine' 'definition' 'mean' 'sense' 'practice' 'professedly' 'state' 'order' 'convey' 'message' 'spiritual' 'process' 'involve' 'sensory' 'structure' 'I' 'debate' 'voice' 'tech' 'I' 'sense' 'really' 'thread' 'have' 'lawsuit' 'won' 'such' 'technology' 'being' 'people' 'test' 'schizophrenic' 'other' 'explain' 'hallucination' 'mental' 'illness' 'Now' 'not' 'say' 'voice' 'technologically' 'mental' 'illness' 'doe' 'disservice' 'knowledge' 'such' 'technology' 'being' 'people' 'link' 'PRESERVATION' 'Resolution' 'bill' 'manipulation' 'Last' 'year' 'October' 'Congressman' 'American' 'Congress' 'bill' 'American' 'president' 'get' 'negotiation' 'ban' 'space' 'weapon' 'In' 'bill' 'definition' 'weapon' 'system' 'other' 'unacknowledged' 'yet' 'undeveloped' 'mean' 'death' 'injury' 'person' 'biological' 'bodily' 'mental' 'physical' 'economic' 'person' 'use' 'system' 'radiation' 'electromagnetic' 'other' 'energy' 'individual' 'person' 'population' 'purpose' 'information' 'war' 'mood' 'management' 'mind' 'control' 'such' 'person' 'population' 'As' 'act' 'article' 'bill' 'count' 'sound' 'light' 'electromagnetic' 'stimulation' 'human' 'brain' 'weapon' 'remain' 'least' 'layman' 'uninformed' 'secret' 'military' 'research' 'sphere' 'science' 'fiction' 'so' 'far' 'none' 'published' 'experiment' 'wa' 'way' 'allow' 'replication' 'feasible' 'manipulate' 'human' 'use' 'subliminal' 'either' 'sound' 'visual' 'message' 'now' 'generally' 'most' 'country' 'use' 'such' 'technology' 'consent' 'user' 'Devices' 'light' 'stimulation' 'brain' 'show' 'way' 'light' 'frequency' 'be' 'manipulation' 'human' 'psychic' 'As' 'sound' 'report' 'device' 'sound' 'only' 'person' 'sound' 'last' 'year' 'world' 'newspaper' 'combination' 'sound' 'ultrasound' 'cause' 'person' 'sound' 'head' 'perception' 'easily' 'human' 'being' 'mentally' 'ill' 'act' 'article' 'development' 'technology' 'functioning' 'human' 'brain' 'new' 'way' 'manipulation' 'human' 'mind' 'keep' 'One' 'be' 'electromagnetic' 'energy' 'open' 'only' 'experiment' 'assumption' 'already' 'successful' 'military' 'unit' 'Novosibirsk' 'installation' 'wa' 'Government' 'Committee' 'method' 'induction' 'mean' 'radio' 'Dear' 'Letter' 'seek' 'office' 's' 'assistance' 'fact-finding' 'inquiry' 'government' 'private' 'company' 'citizen' 'citizen' 'be' 'disturbing' 'oppressive' 'Evidence' 'support' 'conclusion' 'weapon' 'be' 'individual' 'U.S.' 'Patent' 'Trademark' 'Office' 'filing' 'public' 'release' 'other' 'technology' 'indicate' 'level' 'technological' 'sophistication' 'weapon' 'be' 'electromagnetism' 'microwave' 'other' 'type' 'energy' 's' 'draft' 'House' 'Resolution' 'Space' 'Preservation' 'Act' 'undeniable' 'government' 'have' 'citizen' 'permission' 'past' 'example' 'CIA' 's' 'human' 'experimentation' 'U.S.' 'secretly' 'Stanley' 'U.S.' 'military' 'chemical' 'experimentation' 'Committee' 'Report' 'Congress' 'Session' 'number' 'people' 'being' 'people' 'degree' 'achievement' 'outweigh' 'response' 'charge' 'evidence' 'group' 'paranoia' 'risk' 'too' 'however' 'common' 'denominator' 'such' 'physical' 'medical' 'report' 'surveillance' 'scenario' 'harassment' 'more' 'be' 'readily' 'I' 'reading' 'full' 'detail' 'lawsuit' 'great' 'deal' 'verifiable' 'information' 'military' 'ha' 'time' 'least' 'non' 'lethal' 'weapon' 'active' 'rabbit' 'hole' 'go' 'much' 'much' 'thread' 'I' 'consider' 'not' 'many' 'be' 'instance' 'then' 'be' 'person' 'memory' 'being' 'human' 'experimentation' 'be' 'constitution' 'most' 'certainly' 'human' 'right' 'then' 'people' 'also' 'suffer' 'temporal' 'hallucination' 'must' 'also' 'most' 'certainly' 'be' 'well' 'In' 'short' 'I' 'rabbit' 'hole' 'only' 'making' 'gopher' 'level' 'regard' 	pos	
East 'Valley' 'here' 'AZ' 'last' 'page' 'link' 'I' 'take' 'picture' 'I' 'live' 'West' 'Mesa' 'light' 'way' 'East' 'Over' 'Queen' 'Creek' 'area' 'Lots' 'friend' 'me' 'right' 'light' 'so' 'I' 'out' 'balcony' 'people' 'good' 'video' 'I' 'know' 'people' 'flare' 'plane' 'flare' 'do' 'right' 'away' 'flare' 'short' 'period' 'time' 'I' 'only' 'later' 'light' 'wa' 'dark' 'out' 'It' 'wa' 'cool' 'see' 'soon' 'doe' 'reason' 	neg	
