,domain_rank,spam_score,comments,type,Sentiment
749,0.06748143,0.007,0,bs,
750,0.06748143,0.007,0,bs,
751,0.06748143,0.007,0,bs,
752,0.06748143,0,0,bs,
753,0.06748143,0,0,bs,
754,0.06748143,0,0,bs,
755,0.06748143,0.001,0,bs,
756,0.06748143,0.629,0,bs,
757,0.06748143,0,0,bs,
758,0.06748143,0,0,bs,
759,0.06748143,0.005,0,bs,
760,0.06748143,0.005,0,bs,
761,0.06748143,0.91,0,bs,
762,0.06748143,0,0,bs,
763,0.06748143,0,0,bs,
764,0.06748143,0.191,0,bs,
765,0.06748143,0,0,bs,
766,0.07688566,0.012,0,bs,
767,0.07688566,0.19,0,bs,
768,0.07688566,0.781,0,bs,
769,0.07688566,0,0,bs,
770,0.07688566,0.004,0,bs,
771,0.07688566,0.607,0,bs,
772,0.07688566,0.12,0,bs,
773,0.07688566,0,0,bs,
774,0.07688566,0.001,0,bs,
775,0.942713242,0,0,bs,
776,0.942713242,0,0,bs,
777,0.942713242,0,0,bs,
778,0.942713242,0,0,bs,
779,0.942713242,0,0,bs,
780,0.942713242,0,0,bs,
781,0.942713242,0,0,bs,
782,0.942713242,0,0,bs,
783,0.942713242,0,0,bs,
784,0.942713242,0,0,bs,
785,0.942713242,0,0,bs,
786,0.942713242,0,0,bs,
787,0.942713242,0,0,bs,
788,0.942713242,0,0,bs,
789,0.942713242,0,0,bs,
790,0.942713242,0,0,bs,
791,0.942713242,0,0,bs,
792,0.942713242,0,0,bs,
793,0.942713242,0,0,bs,
794,0.942713242,0,0,bs,
795,0.942713242,0,0,bs,
796,0.942713242,0,0,bs,
797,0.942713242,0,0,bs,
798,0.942713242,0,0,bs,
799,0.942713242,0,0,bs,
800,0.942713242,0,0,bs,
